"","X","incident_id","data_year","ori","pug_agency_name","pub_agency_unit","agency_type_name","state_abbr","state_name","division_name","region_name","population_group_code","population_group_description","incident_date","adult_victim_count","juvenile_victim_count","total_offender_count","adult_offender_count","juvenile_offender_count","offender_race","offender_ethnicity","victim_count","offense_name","total_individual_victims","location_name","bias_desc","victim_types","multiple_offense","multiple_bias","Anti.Black.or.African.American","Anti.White","Anti.Arab","Anti.Protestant","Anti.Islamic..Muslim.","Anti.Gay..Male.","Anti.Asian","Anti.Catholic","Anti.Multiple.Religions..Group","Anti.Hispanic.or.Latino","Anti.Lesbian..Female.","Anti.Other.Race.Ethnicity.Ancestry","Anti.Jewish","Anti.American.Indian.or.Alaska.Native","Anti.Lesbian..Gay..Bisexual..or.Transgender..Mixed.Group.","Anti.Heterosexual","Anti.Atheism.Agnosticism","Anti.Bisexual","Anti.Physical.Disability","Anti.Mental.Disability","Anti.Jehovah.s.Witness","Anti.Church.of.Jesus.Christ","Anti.Buddhist","Anti.Sikh","Anti.Other.Christian","Anti.Hindu","Anti.Eastern.Orthodox..Russian..Greek..Other.","Anti.Transgender","Anti.Gender.Non.Conforming","Anti.Male","Aggravated.Assault","Intimidation","Simple.Assault","Robbery","Destruction.Damage.Vandalism.of.Property","Murder.and.Nonnegligent.Manslaughter","Arson","Burglary.Breaking...Entering","Not.Specified","Rape","Motor.Vehicle.Theft","Drug.Narcotic.Violations","Theft.From.Motor.Vehicle","All.Other.Larceny","Shoplifting","Weapon.Law.Violations","Theft.of.Motor.Vehicle.Parts.or.Accessories","Counterfeiting.Forgery","Fondling","Kidnapping.Abduction","Theft.From.Building","Pornography.Obscene.Material","Embezzlement","Purse.snatching","Drug.Equipment.Violations","Credit.Card.Automated.Teller.Machine.Fraud","Sexual.Assault.With.An.Object","False.Pretenses.Swindle.Confidence.Game","Pocket.picking","Welfare.Fraud","Extortion.Blackmail","Stolen.Property.Offenses","Incest","Negligent.Manslaughter","Sodomy","Statutory.Rape","Theft.From.Coin.Operated.Machine.or.Device","Impersonation","Prostitution","Wire.Fraud","Assisting.or.Promoting.Prostitution","Purchasing.Prostitution","Bribery","Identity.Theft","Human.Trafficking..Commercial.Sex.Acts","Hacking.Computer.Invasion","Betting.Wagering","Animal.Cruelty","Gambling.Equipment.Violation","Human.Trafficking..Involuntary.Servitude","Treason","Federal.Liquor.Offenses","anti_lgbt","StatePop"
"39",39,170448,2014,"DCMPD0000","Washington","","City","DC","District of Columbia","South Atlantic","South","1B","Cities from 500,000 thru 999,999","7/27/14",2,0,1,1,0,"Black or African American","Not Hispanic or Latino",2,"Intimidation",2,"Jail/Prison/Penitentiary/Corrections Facility","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,662328
"40",40,170451,2014,"DCMPD0000","Washington","","City","DC","District of Columbia","South Atlantic","South","1B","Cities from 500,000 thru 999,999","8/2/14",1,0,2,2,0,"Black or African American","Not Hispanic or Latino",1,"Intimidation",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,662328
"41",41,170452,2014,"DCMPD0000","Washington","","City","DC","District of Columbia","South Atlantic","South","1B","Cities from 500,000 thru 999,999","8/2/14",1,0,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,662328
"42",42,170456,2014,"DCMPD0000","Washington","","City","DC","District of Columbia","South Atlantic","South","1B","Cities from 500,000 thru 999,999","8/13/14",1,0,2,2,0,"Black or African American","Not Hispanic or Latino",1,"Simple Assault",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,662328
"43",43,170462,2014,"DCMPD0000","Washington","","City","DC","District of Columbia","South Atlantic","South","1B","Cities from 500,000 thru 999,999","9/20/14",2,0,2,1,1,"Multiple","Hispanic or Latino",2,"Intimidation;Simple Assault",2,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","M","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,662328
"44",44,170482,2014,"DCMPD0000","Washington","","City","DC","District of Columbia","South Atlantic","South","1B","Cities from 500,000 thru 999,999","4/16/14",1,0,2,2,0,"Black or African American","Unknown",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,662328
"45",45,170483,2014,"DCMPD0000","Washington","","City","DC","District of Columbia","South Atlantic","South","1B","Cities from 500,000 thru 999,999","3/18/14",2,0,1,1,0,"Black or African American","Unknown",2,"Intimidation",2,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,662328
"46",46,170493,2014,"FL0080000","Charlotte","","County","FL","Florida","South Atlantic","South","9A","MSA counties 100,000 or over","4/30/14",0,0,1,0,0,"White","Not Specified",1,"Simple Assault",1,"Residence/Home","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19845911
"47",47,170794,2014,"KS0230100","Lawrence","","City","KS","Kansas","West North Central","Midwest","3","Cities from 50,000 thru 99,999","1/12/14",0,0,1,0,0,"Unknown","Not Specified",1,"Burglary/Breaking & Entering",1,"Residence/Home","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2900475
"48",48,170965,2014,"KY0568000","Louisville Metro","","City","KY","Kentucky","East South Central","South","1B","Cities from 500,000 thru 999,999","8/7/14",1,0,0,0,0,"Unknown","Unknown",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4414349
"49",49,171090,2014,"MA0030200","Attleboro","","City","MA","Massachusetts","New England","Northeast","4","Cities from 25,000 thru 49,999","10/7/14",1,0,1,1,0,"White","Hispanic or Latino",1,"Theft From Motor Vehicle",1,"Parking/Drop Lot/Garage","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"50",50,171099,2014,"MA0031300","Norton","","City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","7/10/14",0,0,1,1,0,"White","Not Hispanic or Latino",1,"Intimidation",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"51",51,171100,2014,"MA0031300","Norton","","City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","10/16/14",1,0,1,0,0,"Unknown","Unknown",1,"Theft From Building",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"52",52,171101,2014,"MA0031300","Norton","","City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","6/2/14",1,0,0,0,0,"Unknown","Not Specified",1,"All Other Larceny",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"53",53,171102,2014,"MA0031300","Norton","","City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","6/9/14",1,0,0,0,0,"Unknown","Not Specified",1,"Motor Vehicle Theft",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"54",54,171103,2014,"MA0031300","Norton","","City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","6/16/14",1,0,0,0,0,"Unknown","Not Specified",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"55",55,171104,2014,"MA0031300","Norton","","City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","6/23/14",0,0,0,0,0,"Unknown","Not Specified",1,"Burglary/Breaking & Entering",1,"Parking/Drop Lot/Garage","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"56",56,171106,2014,"MA0031300","Norton","","City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","9/12/14",1,0,0,0,0,"Unknown","Not Specified",1,"Theft From Motor Vehicle",1,"Parking/Drop Lot/Garage","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"57",57,171107,2014,"MA0031300","Norton","","City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","9/20/14",1,0,0,0,0,"Unknown","Not Specified",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"58",58,171108,2014,"MA0031300","Norton","","City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","9/21/14",1,0,0,0,0,"Unknown","Not Specified",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"59",59,171110,2014,"MA0031900","Taunton","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","3/20/14",0,0,1,0,0,"White","Not Specified",1,"Shoplifting",0,"Specialty Store","Anti-Gender Non-Conforming","Business","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"60",60,171111,2014,"MA0031900","Taunton","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","4/7/14",0,0,0,0,0,"Unknown","Not Specified",1,"All Other Larceny",1,"Department/Discount Store","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"61",61,171112,2014,"MA0031900","Taunton","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","5/16/14",0,0,0,0,0,"Unknown","Not Specified",1,"All Other Larceny",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"62",62,171114,2014,"MA0031900","Taunton","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","5/22/14",0,0,1,0,0,"Black or African American","Not Specified",1,"Aggravated Assault",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"63",63,171115,2014,"MA0031900","Taunton","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","6/13/14",0,0,2,0,0,"White","Not Specified",1,"All Other Larceny",0,"Department/Discount Store","Anti-Gender Non-Conforming","Business","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"64",64,171117,2014,"MA0031900","Taunton","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","7/7/14",0,0,1,0,0,"Black or African American","Not Specified",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"65",65,171121,2014,"MA0031900","Taunton","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","12/24/14",0,0,0,0,0,"Unknown","Not Specified",1,"Robbery",0,"Bank/Savings and Loan","Anti-Gender Non-Conforming","Financial Institution","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"66",66,171135,2014,"MA0051100","Haverhill","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","5/5/14",0,0,0,0,0,"Unknown","Not Specified",1,"All Other Larceny",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"67",67,171136,2014,"MA0051100","Haverhill","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","8/25/14",0,0,4,4,0,"White","Multiple",1,"All Other Larceny",0,"Convenience Store","Anti-Gender Non-Conforming","Business","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"68",68,171138,2014,"MA0051100","Haverhill","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","11/28/14",0,0,1,1,0,"White","Not Hispanic or Latino",1,"Shoplifting",0,"Department/Discount Store","Anti-Gender Non-Conforming","Business","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"69",69,171141,2014,"MA0051100","Haverhill","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","6/26/14",1,0,3,3,0,"Multiple","Not Hispanic or Latino",1,"Theft From Motor Vehicle",1,"Parking/Drop Lot/Garage","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"70",70,171143,2014,"MA0051100","Haverhill","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","7/10/14",1,0,0,0,0,"Unknown","Unknown",1,"Motor Vehicle Theft",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"71",71,171154,2014,"MA0051400","Lynn","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","5/5/14",0,0,0,0,0,"Unknown","Not Specified",1,"All Other Larceny",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"72",72,171158,2014,"MA0051400","Lynn","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","7/8/14",0,0,1,0,0,"White","Not Specified",1,"Aggravated Assault",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"73",73,171160,2014,"MA0051400","Lynn","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","8/3/14",1,0,1,1,0,"Black or African American","Not Specified",1,"Simple Assault",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"74",74,171161,2014,"MA0051400","Lynn","","City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","8/11/14",1,0,2,2,0,"White","Not Specified",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"75",75,171173,2014,"MA0053100","Swampscott","","City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","6/9/14",0,0,1,0,0,"White","Not Specified",1,"Simple Assault",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"76",76,171213,2014,"MA0090200","Arlington","","City","MA","Massachusetts","New England","Northeast","4","Cities from 25,000 thru 49,999","5/27/14",0,0,1,0,0,"Black or African American","Not Specified",1,"Aggravated Assault",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"77",77,171214,2014,"MA0090200","Arlington","","City","MA","Massachusetts","New England","Northeast","4","Cities from 25,000 thru 49,999","8/12/14",1,0,2,2,0,"White","Unknown",1,"Counterfeiting/Forgery",1,"Bank/Savings and Loan","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"78",78,171218,2014,"MA0090200","Arlington","","City","MA","Massachusetts","New England","Northeast","4","Cities from 25,000 thru 49,999","12/4/14",1,0,0,0,0,"Unknown","Unknown",1,"Theft From Building",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
"79",79,171219,2014,"MA0090700","Belmont","","City","MA","Massachusetts","New England","Northeast","4","Cities from 25,000 thru 49,999","12/15/14",1,0,1,1,0,"White","Hispanic or Latino",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6762596
